,name,country,people,industry,web,logo,logo_url,logo_thumb,description,logo_url_local,logo_thumb_local,continent
<Copersucar>,Copersucar,Brazil,11300,trading,http://www.copersucar.com,,,,"Copersucar  is  the world's largest sugar and ethanol company and one of the most important exporters worldwide, with a capacity of more than 10 billion liters of ethanol, it is the largest sugar and ethanol trader in the world. In its 50 years of activities, the company reached the number of 48 operating mills in the states of São Paulo, Goiás, Paraná and Minas Gerais. The projected figure for the 2009/2010 crop is 79 million tons of sugarcane, a 16% volume increase over the last crop and a strong demonstration of Copersucar’s dynamic growth drive. The company accounted for 13% of all sugar and 13% of all the ethanol commercialized in the South Central region in the last crop. Within ten years, Copersucar S.A. plans to have a 30% share of the domestic market and be one of the major world players with 12% of the global ethanol market. The company's main competitors are Cosan, Tereos Internacional,  Biosev, Odebrecht Agroindustrial, among others. In addition the company owns the American ethanol company Eco-Energy.
The company was created by the sugar and ethanol producers who are members of the Cooperativa de Produtores de Cana-de-Açúcar, Açúcar e Álcool do Estado de São Paulo and who are now the shareholders of Produpar, the holding company controlling Copersucar.
The new business model permits the producer-shareholders to maintain their independence, autonomy, and the specific efficiencies of their production units, while enabling them to participate effectively in all other stages of the business chain, in which scale and knowledge of global markets are fundamental for generating and capturing value.
Copersucar  has a unique business model, because it combines production efficiency in the mills, managed by the producers, with gains in scale in logistics, commercialization and risk management.
A fire on 18 October 2013 burned 300,000 tons of stored sugar, causing the global sugar price to rise.",,,South America
<Visa_Inc.>,Visa Inc.,United States,11300,financial services,,,,,"Visa Inc. ( or ) (also known as Visa, stylized as VISA) is an American multinational financial services corporation headquartered in Foster City, California, United States. It facilitates electronic funds transfers throughout the world, most commonly through Visa-branded credit cards, debit cards and prepaid cards. Visa does not issue cards, extend credit or set rates and fees for consumers; rather, Visa provides financial institutions with Visa-branded payment products that they then use to offer credit, debit, prepaid and cash-access programs to their customers. In 2015, the Nilson Report, a publication that tracks the credit card industry, found that Visa's global network (known as VisaNet) processed 100 billion transactions during 2014 with a total volume of US$6.8 trillion.It was launched in September 18, 1958 by Bank of America (BofA) as the BankAmericard credit card program. In response to competitor Master Charge (now Mastercard), BofA began to license the BankAmericard program to other financial institutions in 1966. By 1970, BofA gave up direct control of the BankAmericard program, forming a consortium with the other various BankAmericard issuer banks to take over its management. It was then renamed Visa in 1976.Nearly all Visa transactions worldwide are processed through the company's directly operated VisaNet at one of four secure data centers, located in Ashburn, Virginia; Highlands Ranch, Colorado; London, England; and Singapore. These facilities are heavily secured against natural disasters, crime, and terrorism; can operate independently of each other and from external utilities if necessary; and can handle up to 30,000 simultaneous transactions and up to 100 billion computations every second.Visa is the world's second-largest card payment organization (debit and credit cards combined), after being surpassed by China UnionPay in 2015, based on annual value of card payments transacted and number of issued cards.",,,North America
<Drägerwerk>,Drägerwerk,Germany,11290,engineering,http://www.draeger.com,,,,,,,Europe
<Dalkia>,Dalkia,France,11260,energy efficiency,http://www.dalkia.fr/en,,,,"Dalkia is an energy service company, subsidiary of the EDF Group. Its two main businesses consist in making the most of local renewables and unlocking energy savings. Dalkia develops alternative renewables, such as biomass, geothermal, biogas and recovered energies.
The company generated €4 billion in revenues in 2017. It has approximately 16,000 employees and has been led by Chairwoman and CEO Sylvie Jéhanno since January 2017.",,,Europe
<Hindustan_Petroleum>,Hindustan Petroleum,India,11226,oil and gas,http://www.hindustanpetroleum.com,,,,"Hindustan Petroleum Corporation Limited (HPCL) is an Indian public sector oil and natural gas company with its headquarters in Mumbai, Maharashtra. It has a 25% market-share in India among public sector undertakings (PSUs) coupled with a strong marketing infrastructure. Its parent company is ONGC which owns a 51.11% stake in the company.  The company is ranked 367th on the Fortune Global 500 list of the world's biggest corporations as of 2016. HPCL was removed from NIFTY 50 INDEX in March 2019  On 24 October 2019, the company became a Maharatna PSU.",,,Asia
<Acron_Group>,Acron Group,Russia,11201,chemicals,http://www.acron.ru/en,,,,"Acron Group (Russian: Группа ""Акрон"") is a global Russian mineral fertilizer producer.",,,Asia
<Trumpf>,Trumpf,Germany,11181,electronics,http://www.trumpf.com/en/,Logo Trumpf.svg,https://upload.wikimedia.org/wikipedia/commons/4/43/Logo_Trumpf.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Logo_Trumpf.svg/150px-Logo_Trumpf.svg.png,"The TRUMPF Group is a German industrial machine manufacturing company. It is a family-owned company with its head office in Ditzingen near Stuttgart. TRUMPF is one of the world's biggest providers of machine tools. With more than 70 operative subsidiaries, the TRUMPF Group is represented in all important markets worldwide. Its production facilities are based in China, Germany, France, the UK, Italy, Japan, Mexico, Austria, Poland, Switzerland, the Czech Republic and the US.",00171.svg,00253.png,Europe
<Lithia_Motors>,Lithia Motors,United States,11170,auto retailing,http://www.lithiamotors.com,,,,"Lithia Motors, Inc. is an American nationwide automotive retailer headquartered in Medford, Oregon. It is the third largest automotive retailer in the United States. In 2015, Lithia Motors broke into the Fortune 500 list at #482, making it one of only three Oregon-based companies in the Fortune 500.  This followed a year that saw the acquisition of the DCH Auto Group, one of the 10 largest dealer groups in the country, with 27 dealerships, before being purchased by Lithia Motors.  In 2016, Lithia climbed to #346 and that same year made the Fortune 500 List of Top Ten Companies with the biggest jump in rank on the Fortune 500. As of 2018, Lithia is ranked #294 on the Fortune 500. Lithia employs more than 14,150 people in stores across the nation including Alaska and Hawaii.  Lithia operates 180 stores in 18 states.",,,North America
<Kärcher>,Kärcher,Germany,11138,manufacturing industry,http://www.kaercher.com,Kaercher logo Diff R large YK-24321-300DPI.jpg,https://upload.wikimedia.org/wikipedia/commons/1/1d/Kaercher_logo_Diff_R_large_YK-24321-300DPI.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Kaercher_logo_Diff_R_large_YK-24321-300DPI.jpg/150px-Kaercher_logo_Diff_R_large_YK-24321-300DPI.jpg,"Alfred Kärcher SE & Co. KG is a German family-owned company that operates worldwide and is known for its high-pressure cleaners, floor care equipment, parts cleaning systems, wash water treatment, military decontamination equipment and window vacuum cleaners.Headquartered in Winnenden, Germany, it produces both cleaning equipment and full cleaning systems. The company is the world market leader in cleaning technology and employs more than 10,000 people worldwide. In 2017 it posted sales revenues of €2.5 billion ($2.88 billion) and sold more than 13 million machines. Kärcher has 100 subsidiaries in 60 countries.",00034.jpg,00034.jpg,Europe
<Gedeon_Richter_plc>,Gedeon Richter plc,Hungary,11103,pharmaceutical,http://www.richter.hu/en/Pages/CEOWelcome.aspx,,,,,,,Europe
<Bank_of_Ireland>,Bank of Ireland,Republic of Ireland,11086,finance,http://www.bankofireland.com,,,,"Bank of Ireland Group plc (Irish: Banc na hÉireann) is a commercial bank operation in Ireland and one of the traditional 'Big Four' Irish banks. Historically the premier banking organisation in Ireland, the Bank occupies a unique position in Irish banking history. At the core of the modern-day group is the old Bank of Ireland, the ancient institution established by Royal Charter in 1783.",,,Europe
<Commercial_Bank_of_Ethiopia>,Commercial Bank of Ethiopia,Ethiopia,11055,finance,http://www.combanketh.et,,,,"The Commercial Bank of Ethiopia (CBE) is the largest commercial bank in Ethiopia As of June 2015, it had about 303.6 billion Birr in assets and held approximately 67% of deposits and about 53% of all bank loans in the country. The bank has around 22,908 employees, who staff its headquarters and its over 1000+ branches positioned in the main cities and regional towns. The latter include 120 branches in the national capital Addis Ababa. With the opening of a branch in the Gechi in the Illubabor Zone of the Oromia Region, CBE's banking network has reached online 783 branches. The bank has reached 1284 branches as of 10 August 2018.The bank also operates two branches in South Sudan, and is contemplating opening re-opening a branch in Djibouti, andopening branches in Dubai and Washington, DC, all to serve the Ethiopian diaspora.
The bank is pioneer to introduce modern banking to Ethiopia and credited for playing a catalytic role in the economic progress and development of the country. It is also the first bank in Ethiopia to introduce ATM service for local users.",,,Africa
