,model,date,picture,manufacturer,class,length,height,width,picture_url,picture_thumb,description,picture_url_local,picture_thumb_local
<Ferrari_488>,Ferrari 488,2015,Ferrari 488 GTB.jpg,Ferrari,Sports car (S),4568 mm,1213 mm,1952 mm,https://upload.wikimedia.org/wikipedia/commons/5/51/Ferrari_488_GTB.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/51/Ferrari_488_GTB.jpg/250px-Ferrari_488_GTB.jpg,"The Ferrari 488 (Type F142M) is a mid-engine sports car produced by the Italian automobile manufacturer Ferrari. The car replaced the 458, being the first mid-engine Ferrari to use a turbocharged V8 since the F40.
The car is powered by a 3.9-litre twin-turbocharged V8 engine, smaller in displacement but generating a higher power output than the 458's naturally aspirated engine. The 488 GTB was named ""The Supercar of the Year 2015"" by car magazine Top Gear, as well as becoming Motor Trend's 2017 ""Best Driver's Car"". Jeremy Clarkson announced the 488 Pista as his 2019 Supercar of the Year. The 488 was succeeded by the F8 Tributo in February 2019.",00148.jpg,00148.jpg
<Ferrari_599>,Ferrari 599,2006,Ferrari599 A6 1.JPG,Ferrari,Grand tourer (S),4665 mm,1336 mm,1962 mm,https://upload.wikimedia.org/wikipedia/commons/4/44/Ferrari599_A6_1.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/4/44/Ferrari599_A6_1.JPG/250px-Ferrari599_A6_1.JPG,"The Ferrari 599 GTB Fiorano (internal code F141) is a grand tourer produced by Italian automobile manufacturer Ferrari. It was the brand's front engined, two-seat model that replaced the 575M Maranello in 2006 as a 2007 model, and was replaced for the 2013 model year by the F12berlinetta.
Styled by Pininfarina under the direction of Jason Castriota, the 599 GTB debuted at the Geneva Motor Show in February 2006. The bodywork features optimized aerodynamics with distinct sail panels flanking the rear window, directing and maximizing air flow to a linear rear nolder.The 599 is named for its total engine displacement 5,999 cc (6.0 L), Gran Turismo Berlinetta nature, and the Fiorano Circuit test track used by Ferrari.",00149.jpg,00149.jpg
<Ferrari_612_Scaglietti>,Ferrari 612 Scaglietti,2004,Ferrari 612 Scaglietti - Flickr - Alexandre Prévot (16) (cropped).jpg,Ferrari,Grand tourer (S),4902 mm,1344 mm,1957 mm,https://upload.wikimedia.org/wikipedia/commons/1/1b/Ferrari_612_Scaglietti_-_Flickr_-_Alexandre_Pr%C3%A9vot_%2816%29_%28cropped%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1b/Ferrari_612_Scaglietti_-_Flickr_-_Alexandre_Pr%C3%A9vot_%2816%29_%28cropped%29.jpg/250px-Ferrari_612_Scaglietti_-_Flickr_-_Alexandre_Pr%C3%A9vot_%2816%29_%28cropped%29.jpg,"The Ferrari 612 Scaglietti (Type F137) (Italian pronunciation: [skaʎˈʎetti]) is a 2+2 coupé grand tourer manufactured by Italian automobile manufacturer Ferrari between 2004 and 2010. It was designed to replace the smaller 456; its larger size makes it a true 4 seater with adequate space in the rear seats for adults.
The design, especially the large side scallops and the headlights, pays homage to the coach built 1954 375 MM that director Roberto Rossellini had commissioned for his wife, Ingrid Bergman.",00150.jpg,00150.jpg
<Ferrari_812_Superfast>,Ferrari 812 Superfast,2017,2017-03-07_Geneva_Motor_Show_1173.JPG,Ferrari,Grand tourer (S),4657 mm,1276 mm,1971 mm,https://upload.wikimedia.org/wikipedia/commons/1/1f/2017-03-07_Geneva_Motor_Show_1173.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/2017-03-07_Geneva_Motor_Show_1173.JPG/250px-2017-03-07_Geneva_Motor_Show_1173.JPG,"The Ferrari 812 Superfast (Type F152M) is a front mid-engine, rear-wheel-drive grand tourer produced by Italian sports car manufacturer Ferrari that made its debut at the 2017 Geneva Motor Show. The 812 Superfast is the successor to the F12berlinetta.",00151.jpg,00151.jpg
<Ferrari_California>,Ferrari California,2008,Ferrari California - Flickr - Alexandre Prévot (13) (cropped).jpg,Ferrari,Grand tourer (S),4570 mm,1308 mm,1910 mm,https://upload.wikimedia.org/wikipedia/commons/7/78/Ferrari_California_-_Flickr_-_Alexandre_Pr%C3%A9vot_%2813%29_%28cropped%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/Ferrari_California_-_Flickr_-_Alexandre_Pr%C3%A9vot_%2813%29_%28cropped%29.jpg/250px-Ferrari_California_-_Flickr_-_Alexandre_Pr%C3%A9vot_%2813%29_%28cropped%29.jpg,"The Ferrari California (Type F149) is a grand touring sports car produced by the Italian automotive manufacturer Ferrari. It is a two-door 2+2 hard top convertible. When originally unveiled in 2008, the California was powered by a front-mid mounted, rear wheel drive, naturally aspirated 4.3-litre V8. In 2012 a lighter, slightly more powerful variant, the California 30 was introduced. In 2014, Ferrari announced the second generation of the model, named California T powered by a new twin-turbo 3.9-litre V8. 
The car revives the name used on the late-1950s Ferrari 250 GT California Spyder and the 1960s 365 California. The modern California (2008) was originally introduced as an entry level model, however, it included many new design innovations from Ferrari. The original base price of the California was similar to the base price of the  F430, the company's V8 flagship sports car at the time of its introduction. In 2018, the California was succeeded by the Portofino.",00152.jpg,00152.jpg
<Ferrari_F12>,Ferrari F12,2012,F12pebblebeach.jpg,Ferrari,Grand tourer (S),4618 mm,1273 mm,1942 mm,https://upload.wikimedia.org/wikipedia/commons/f/fe/F12pebblebeach.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/F12pebblebeach.jpg/250px-F12pebblebeach.jpg,"The Ferrari F12berlinetta (Type F152) is a front mid-engine, rear-wheel-drive grand tourer produced by Italian automobile manufacturer Ferrari. The F12berlinetta debuted at the 2012 Geneva Motor Show, and replaces the 599 grand tourer. The naturally aspirated 6.3 litre Ferrari V12 engine used in the F12berlinetta has won the 2013 International Engine of the Year Award in the Best Performance category and Best Engine above 4.0 litres. The F12berlinetta was named ""The Supercar of the Year 2012"" by car magazine Top Gear. The F12berlinetta was replaced by the 812 Superfast in 2017.
In 2014, the F12berlinetta was awarded the XXIII Premio Compasso d'oro ADI. Accepting the award was Ferrari's Senior Vice President of Design, Flavio Manzoni.",00153.jpg,00153.jpg
<Ferrari_FF>,Ferrari FF,2011,Ferrari FF (7376931930) (cropped).jpg,Ferrari,Grand tourer (S),4907 mm,1379 mm,1953 mm,https://upload.wikimedia.org/wikipedia/commons/c/c1/Ferrari_FF_%287376931930%29_%28cropped%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c1/Ferrari_FF_%287376931930%29_%28cropped%29.jpg/250px-Ferrari_FF_%287376931930%29_%28cropped%29.jpg,"The Ferrari FF (Type F151) (FF meaning ""Ferrari Four"", for four seats and four-wheel drive) is a grand tourer presented by Italian automobile manufacturer Ferrari on March 1, 2011 at the Geneva Motor Show as a successor to the 612 Scaglietti grand tourer. It is Ferrari's first production four-wheel drive model. The body style has been described as a shooting-brake, a type of sporting hatchback/estate car with two doors. The FF has a top speed of 335 km/h (208 mph) and it accelerates from 0 to 100 km/h (62 mph) in 3.7 seconds. Ferrari states that the FF was the world's fastest four-seat automobile upon its release to the public. The FF costs US$300,000,  with 800 being produced during the first year.",00154.jpg,00154.jpg
<Ferrari_GTC4Lusso>,Ferrari GTC4Lusso,2016,2016-03-01 Geneva Motor Show G184.JPG,Ferrari,Grand tourer,4922 mm,1383 mm,1980 mm,https://upload.wikimedia.org/wikipedia/commons/d/d2/2016-03-01_Geneva_Motor_Show_G184.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d2/2016-03-01_Geneva_Motor_Show_G184.JPG/250px-2016-03-01_Geneva_Motor_Show_G184.JPG,The Ferrari GTC4Lusso (Type F151M) is a four-seat grand tourer produced by Italian automobile manufacturer Ferrari. The GTC4Lusso is a successor to the Ferrari FF.,00155.jpg,00155.jpg
<Fiat_124_Spider_(2016)>,Fiat 124 Spider (2016),2016,Fiat 124 Spider - LA Auto Show 2015 (23121899872) (cropped).jpg,Fiat,Sports car (S),4054 mm,1233 mm,1740 mm,https://upload.wikimedia.org/wikipedia/commons/4/41/Fiat_124_Spider_-_LA_Auto_Show_2015_%2823121899872%29_%28cropped%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/41/Fiat_124_Spider_-_LA_Auto_Show_2015_%2823121899872%29_%28cropped%29.jpg/250px-Fiat_124_Spider_-_LA_Auto_Show_2015_%2823121899872%29_%28cropped%29.jpg,"The Fiat 124 Spider (Type 348) is a front-engine, rear-drive, two-passenger roadster manufactured by Mazda for FCA, having debuted at the 2015 LA Auto Show for model year 2016.Largely based on the fourth generation Mazda MX-5 Miata roadster, and manufactured alongside the MX-5 at Mazda's Hiroshima plant, the 124 shares its platform, mechanicals, interior and top mechanism with the MX-5 — distinguished by an FCA engineered and manufactured turbocharged Multiair engine, uniquely tuned shock absorbers, unique exterior styling and slightly increased length and cargo capacity over the MX-5.The 124 nameplate and exterior styling details recall the Pininfarina designed Fiat 124 Sport Spider, manufactured from 1966 to 1985.",00156.jpg,00156.jpg
<Fiat_500L>,Fiat 500L,2012,Fiat 500L diesel 1248cc registered March 2013.JPG,Fiat,B-segment Mini MPV,4140 mm,1660 mm,1780 mm,https://upload.wikimedia.org/wikipedia/commons/d/d1/Fiat_500L_diesel_1248cc_registered_March_2013.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/Fiat_500L_diesel_1248cc_registered_March_2013.JPG/250px-Fiat_500L_diesel_1248cc_registered_March_2013.JPG,"The Fiat 500L is a five-door, five passenger, front-engine, front-wheel drive, high-roof B-segment MPV (compact minivan) manufactured in Kragujevac, Serbia by FCA Srbija and marketed globally since its debut at the 2012 Geneva Motor Show.

Based on a variant of the FCA Small US Wide platform, the 500L uses Fiat's Multiair variable valve timing engine technology and monovolume cab forward architecture:  a packaging concept that prioritizes passenger and cargo volume. The 500L is noted for its high H-point seating, high roof, tall greenhouse, double A pillar, wide field of visibility — and its reconfigurable interior system marketed as Cargo Magic Space.In 2013, Fiat began marketing a lengthened 7-seat variant, the 500L Living, in Europe. For model year 2018, the 500L received an intermediate facelift, with revised front and rear fascias along with In-car entertainment (ICE) updates and interior revisions.  By early 2018, production reached 500,000 units.The 500L derives its name from Fiat's widely known 500 models, including the original 1957 Fiat 500 and the current Fiat 500, introduced in 2007. Underscoring its increased length and overall size over other 500 variants, the suffix L denotes ""large.""",00157.jpg,00157.jpg
<Fiat_500_(2007)>,Fiat 500 (2007),2007,Fiat 500 Abarth - Flickr - Alexandre Prévot (2) (cropped).jpg,Fiat,City car,3546 mm,1488 mm,1627 mm,https://upload.wikimedia.org/wikipedia/commons/5/54/Fiat_500_Abarth_-_Flickr_-_Alexandre_Pr%C3%A9vot_%282%29_%28cropped%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Fiat_500_Abarth_-_Flickr_-_Alexandre_Pr%C3%A9vot_%282%29_%28cropped%29.jpg/250px-Fiat_500_Abarth_-_Flickr_-_Alexandre_Pr%C3%A9vot_%282%29_%28cropped%29.jpg,"The Fiat 500 is a two-door, four-passenger, transverse front-engine, front-wheel-drive A-segment city car manufactured and marketed by the Fiat subdivision of FCA since 2007. It is available in hatchback coupé and fixed-profile convertible body styles, over a single generation — with an intermediate facelift in Europe with model year 2016. The 500 is internally designated as the Type 312 by FCA.
Derived from the 2004 Fiat Trepiùno 3+1 concept (designed by Roberto Giolito), the 500's styling recalls Fiat's 1957 Fiat 500, nicknamed the Bambino — a model that was designed and engineered by Dante Giacosa with more than 4 million sold over its 18-year (1957-1975) production span.Manufactured in Tychy, Poland and Toluca, Mexico, the 500 is marketed in more than 100 countries worldwide, including North America, where the 500 marked Fiat's market return after 27 years. With the millionth Fiat 500 produced in 2012; and production reaching 2 million in 2017, after 10 years, the 500 has won more than 40 major awards, including the CAR Magazine Car of the Year (2007) and the World's Most Beautiful Automobile.",00158.jpg,00158.jpg
<Fiat_Albea>,Fiat Albea,2002,Albea.JPG,Fiat,Subcompact car,4210 mm,1489 mm,1703 mm,https://upload.wikimedia.org/wikipedia/commons/c/cf/Albea.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Albea.JPG/250px-Albea.JPG,"The Fiat Albea is a compact car produced by the Italian manufacturer Fiat between 2002 and 2012, at the Tofaş facilities in Turkey. It is the European version of the global Fiat Siena, the sedan car derived from the hatch compact Fiat Palio. It is a low cost sedan, aimed at developing global markets, and was not sold in Western Europe.
It was also produced in China, where it retained the Fiat Siena nameplate and had two derived versions, the Fiat Perla and currently the Zotye Z200.",00159.jpg,00159.jpg
<Fiat_Bravo_(2007)>,Fiat Bravo (2007),2007,Bravo 2.JPG,Fiat,Small family car (C),4336 mm,1498 mm,1792 mm,https://upload.wikimedia.org/wikipedia/commons/7/72/Bravo_2.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Bravo_2.JPG/250px-Bravo_2.JPG,"The Fiat Bravo (Type 198) is a small family car produced by Italian manufacturer Fiat from 2007 to 2014. It was introduced to the press in January 2007 in Rome, and later to the public in March at the Geneva Motor Show. A minor facelift was available from 2010, with changes to the front grille, door handles and side mirrors, new colors, as well as interior improvements. The car was launched on 21 April 2007.
European production, at the Cassino plant, ended in July 2014, being part of FCA's 5 Year Plan, presented by Sergio Marchionne on 7 May 2014. It was replaced by the Fiat Tipo and the similarly sized Fiat 500X. The Bravo was the first car to bear Fiat Automobiles' then new logo, introduced in October 2006, containing a red background in a chrome frame.",00160.jpg,00160.jpg
<Fiat_Croma>,Fiat Croma,1985,2010 Fiat Croma facelift.JPG,Fiat,Large family car,4495 mm,1600 mm,1775 mm,https://upload.wikimedia.org/wikipedia/commons/c/c5/2010_Fiat_Croma_facelift.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c5/2010_Fiat_Croma_facelift.JPG/250px-2010_Fiat_Croma_facelift.JPG,"The Fiat Croma is the name used for two different large family cars produced by Italian automaker Fiat, one a five door liftback built from 1985 to 1996, and the other a crossover station wagon built from 2005 to 2010.",00161.jpg,00161.jpg
<Fiat_Fiorino>,Fiat Fiorino,2008,Fiat Fiorino front 20080111.jpg,Fiat,Leisure activity vehicle (M),4160 mm,1810 mm,1564 mm,https://upload.wikimedia.org/wikipedia/commons/5/5c/Fiat_Fiorino_front_20080111.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Fiat_Fiorino_front_20080111.jpg/250px-Fiat_Fiorino_front_20080111.jpg,"The Fiat Fiorino is a small commercial vehicle produced by the Italian car manufacturer Fiat since 1977. Its first two generations have been the panel van derivatives of other small models, such as the Fiat 127 and Fiat Uno, while the current third generation was developed jointly with PSA Peugeot Citroën, and is based on the Fiat Small platform.
The current generation, the Sevel LAV, is also built with a passenger body style, as the Fiat Qubo, and is marketed along its rebadged versions, the Citroën Nemo and the Peugeot Bipper. It is positioned below the Fiat Doblò, the Citroën Berlingo and the Peugeot Partner, in each manufacturer's model line up.

The name comes from an old Italian coin, normally translated into English as the Florin.",00162.jpg,00162.jpg
<Fiat_Grande_Punto>,Fiat Grande Punto,2005,Fiat Grande Punto 20090906 front.JPG,Fiat,Supermini (B),4030 mm,1490 mm,1687 mm,https://upload.wikimedia.org/wikipedia/commons/0/0a/Fiat_Grande_Punto_20090906_front.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/Fiat_Grande_Punto_20090906_front.JPG/250px-Fiat_Grande_Punto_20090906_front.JPG,"The Fiat Grande Punto is a supermini car produced by the Italian manufacturer Fiat from 2005 to 2018. It is the third generation in the series of the Fiat Punto, and was announced in August 2005, and launched at the Frankfurt Motor Show.In 2009, the Grande Punto became an entry level model sold alongside the facelifted, higher spec Punto Evo. In 2012, both were replaced by a revised model, called simply Punto, thus resurrecting the model name of its predecessor. It is manufactured in Italy, in Brazil (from 2007) and in India (from 2008).",00163.jpg,00163.jpg
